profile,layer_position,layer_index,head_index,auc,null_mean,null_q95,p_value_perm_ge,positive_rate_profile_beats_anchor
triad_odd_bal_0.45,4,19,13,0.5614606385055976,0.515944822311898,0.5392800336826348,0.0,0.3121495327102804
late_boost_bal_0.60,1,7,14,0.5601902456033129,0.5156060160862531,0.5389772339950402,0.0,0.3355140186915888
edges_narrow_bal_0.55,2,11,12,0.559465623981753,0.5140877512681574,0.5348299804094307,0.0,0.3186915887850467
edges_narrow_bal_0.55,6,27,8,0.5581401429669052,0.5168434645137154,0.5377684652176885,0.0,0.3186915887850467
edges_narrow_bal_0.55,6,27,15,0.5575789757390713,0.519076708945287,0.5438647727775565,0.02,0.3186915887850467
late_boost_bal_0.60,3,15,12,0.5571814189281838,0.5133142147471683,0.5285713166359124,0.0,0.3355140186915888
late_boost_bal_0.60,2,11,15,0.5570012027471214,0.5173838095350031,0.5405688171158359,0.0,0.3355140186915888
triad_odd_bal_0.45,3,15,12,0.5567275774537881,0.5134247266336892,0.5298522520177037,0.0,0.3121495327102804
edges_narrow_bal_0.55,5,23,13,0.5566416856739438,0.5136171753376054,0.530802851292696,0.0,0.3186915887850467
triad_odd_bal_0.45,7,31,1,0.5561662002082792,0.5177629523561573,0.5394310563655298,0.0,0.3121495327102804
edges_narrow_bal_0.55,6,27,5,0.5561227568396028,0.5150820832780212,0.5375213706157553,0.0,0.3186915887850467
late_boost_bal_0.60,1,7,6,0.5559865072928787,0.5140299080505703,0.5335599747697346,0.0,0.3355140186915888
triad_odd_bal_0.45,5,23,0,0.5558122884665451,0.5170441454048423,0.5386184831424108,0.02,0.3121495327102804
triad_odd_bal_0.45,6,27,6,0.5556088909138245,0.5159934750065087,0.5351403849908878,0.0,0.3121495327102804
late_boost_bal_0.60,5,23,3,0.5554536942358246,0.5167832978777586,0.5372005375143487,0.0,0.3355140186915888
triad_odd_bal_0.45,5,23,11,0.5553648138505597,0.5139431463160635,0.5296272943243947,0.0,0.3121495327102804
edges_narrow_bal_0.55,3,15,7,0.5541395636975087,0.5140280543386876,0.530749349327605,0.02,0.3186915887850467
late_boost_bal_0.60,3,15,7,0.5536711211405334,0.5150869934847931,0.5351112051369448,0.02,0.3355140186915888
triad_odd_bal_0.45,6,27,4,0.553347110127571,0.5155143517313201,0.5352007940640457,0.0,0.3121495327102804
edges_narrow_bal_0.55,6,27,13,0.55331088664422,0.5138146901109866,0.5344413871892965,0.0,0.3186915887850467
late_boost_bal_0.60,7,31,3,0.5532695524762096,0.5134125500981395,0.5276994229164463,0.0,0.3355140186915888
edges_narrow_bal_0.55,4,19,12,0.5531258422536798,0.5147658182783631,0.533883035854362,0.0,0.3186915887850467
