profile,layer_position,layer_index,head_index,auc,null_mean,null_q95,p_value_perm_ge
baseline,0,3,6,0.620763358778626,0.5139984916766303,0.5342924675802446,0.0
constant_2.6,6,27,6,0.6206300527515061,0.514470924243843,0.5304224412398164,0.0
constant_2.6,7,31,3,0.6202593875831071,0.5161696241845367,0.541612725130318,0.0
edges_narrow_bal_0.55,0,3,15,0.6201395812562314,0.5324893974792041,0.5631783753217958,0.0
baseline,0,3,10,0.6200533431435666,0.5137227995953279,0.5328807136944724,0.0
constant_2.6,4,19,13,0.6194770889908543,0.5179279817086495,0.5382626923557138,0.0
constant_2.6,2,11,9,0.6185036052064801,0.515649873583669,0.5383291194556294,0.0
constant_2.6,5,23,1,0.6175281705527983,0.5138553079252114,0.527113181633736,0.0
constant_2.6,2,11,4,0.6161235446514968,0.5141453631738303,0.5281467521927771,0.0
edges_narrow_bal_0.55,3,15,8,0.6158985729379027,0.528981413967054,0.565604678501808,0.0
baseline,1,7,9,0.6153848983721144,0.5145737882829028,0.5401092614733743,0.0
edges_narrow_bal_0.55,2,11,6,0.6150503712742369,0.5335304534158719,0.5728382018124729,0.0
constant_2.6,1,7,6,0.6135562006430065,0.5157662234291598,0.5390564035334144,0.0
baseline,0,3,12,0.6132695668168858,0.512063717465281,0.534983537202244,0.0
constant_2.6,3,15,3,0.6132557667696726,0.5175936417267534,0.5352219699097918,0.0
